"schema_version","catalog_version","row_id","rule_id","rule_revision","rule_status","category","subcategory","title_de","rule_text_de","normative_level","compatibility_level","severity","enforcement","rationale_de","document_kinds_json","applies_to","match_language","match_target","condition_json","allowed_patterns_json","forbidden_patterns_json","validator_handler","validator_config_json","diagnostic_code","diagnostic_message_de","fix_guidance_de","autofix_mode","autofix_action","autofix_config_json","project_mapping_json","valid_example","invalid_example","exception_condition_de","exception_handling_de","client_profile_id","client_family","client_platform","rendering_engine","client_version_selector","support_status","support_note_de","test_method","last_tested_at","source_type","source_title","source_url","source_locator","source_published_at","source_accessed_at","evidence_summary_de","confidence","confidence_reason_de","last_verified_in_project","review_due_at","secondary_sources_json","tags_json","notes_de"
"1.0.0","1.0.1","EMAIL-LAYOUT-001@webde-web","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","SAFE-Grundstruktur ohne diese Technik verwenden; Inhalt, Reihenfolge und Aktion müssen ohne sie vollständig erhalten bleiben.","webde-web","WEB.DE","Web","Browser/Webmail sanitizer","2022-06","UNSUPPORTED","Can I Email html-role, Messwert n.","actual_client_test","2020-02-04","original_client_test","Can I Email: role attribute","https://www.caniemail.com/features/html-role/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; web-de/desktop-webmail; 2022-06","2020-02-04","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Can I Email html-role, Messwert n.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@ionos-webmail","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","SAFE-Grundstruktur ohne diese Technik verwenden; Inhalt, Reihenfolge und Aktion müssen ohne sie vollständig erhalten bleiben.","ionos-webmail","IONOS/1&1","Web","Browser/Webmail sanitizer","2022-06","UNSUPPORTED","Can I Email html-role, Messwert n.","actual_client_test","2020-02-04","original_client_test","Can I Email: role attribute","https://www.caniemail.com/features/html-role/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; ionos-1and1/desktop-webmail; 2022-06","2020-02-04","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Can I Email html-role, Messwert n.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@t-online-web","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","Client unterstützt die referenzierte Technik nur teilweise, nur unter Bedingungen oder nur über einen Renderer-Proxy.","SAFE-Grundstruktur ohne diese Technik verwenden; Inhalt, Reihenfolge und Aktion müssen ohne sie vollständig erhalten bleiben.","t-online-web","T-Online","Web","Browser/Webmail sanitizer","current","PARTIAL","Keine aktuelle profilspezifische Originärmessung vorhanden; die Technik darf nur mit dem dokumentierten statischen SAFE-Fallback verwendet werden und bleibt manuell abzunehmen.","actual_client_test","2020-02-04","original_client_test","Can I Email: role attribute","https://www.caniemail.com/features/html-role/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; t-online-de/desktop-webmail; current","2020-02-04","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Keine aktuelle profilspezifische Originärmessung vorhanden; die Technik darf nur mit dem dokumentierten statischen SAFE-Fallback verwendet werden und bleibt manuell abzunehmen.","MEDIUM","Kein direkter profilspezifischer Test; der konservative statische Fallback begrenzt das Risiko und muss manuell geprüft werden.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@scenario-images-off","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","","scenario-images-off","Degradation","Images disabled","Test scenario","current","SUPPORTED","Explizites RailTime-Degradationsprofil: Images disabled.","output_inspection","2020-02-04","project_runtime","RailTime Mail-Builder Runtime und Ausgabewege","https://github.com/hteumeuleu/caniemail","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; scenario-images-off; current","2026-08-24","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Explizites RailTime-Degradationsprofil: Images disabled.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@scenario-head-css-off","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","","scenario-head-css-off","Degradation","Head CSS removed","Test scenario","current","SUPPORTED","Explizites RailTime-Degradationsprofil: Head CSS removed.","output_inspection","2020-02-04","project_runtime","RailTime Mail-Builder Runtime und Ausgabewege","https://github.com/hteumeuleu/caniemail","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; scenario-head-css-off; current","2026-08-24","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Explizites RailTime-Degradationsprofil: Head CSS removed.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@scenario-css-off","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","","scenario-css-off","Degradation","All CSS removed","Test scenario","current","SUPPORTED","Explizites RailTime-Degradationsprofil: All CSS removed.","output_inspection","2020-02-04","project_runtime","RailTime Mail-Builder Runtime und Ausgabewege","https://github.com/hteumeuleu/caniemail","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; scenario-css-off; current","2026-08-24","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Explizites RailTime-Degradationsprofil: All CSS removed.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@scenario-dark-mode","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","","scenario-dark-mode","Degradation","Dark mode","Test scenario","current","SUPPORTED","Explizites RailTime-Degradationsprofil: Dark mode.","output_inspection","2020-02-04","project_runtime","RailTime Mail-Builder Runtime und Ausgabewege","https://github.com/hteumeuleu/caniemail","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; scenario-dark-mode; current","2026-08-24","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Explizites RailTime-Degradationsprofil: Dark mode.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@scenario-narrow-375","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","","","scenario-narrow-375","Degradation","375 px viewport","Test scenario","current","SUPPORTED","Explizites RailTime-Degradationsprofil: 375 px viewport.","output_inspection","2020-02-04","project_runtime","RailTime Mail-Builder Runtime und Ausgabewege","https://github.com/hteumeuleu/caniemail","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; scenario-narrow-375; current","2026-08-24","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Explizites RailTime-Degradationsprofil: 375 px viewport.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-001@scenario-plain-text","EMAIL-LAYOUT-001","1","ACTIVE","layout","tables","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","layout_table_role","{""required_role"":""presentation"",""exclude_data_tables"":true}","EMAIL_LAYOUT_001","Layouttabellen als Präsentation markieren","Tabellen, die ausschließlich dem Layout dienen, müssen role=""presentation"" tragen; Datentabellen sind davon auszunehmen.","SAFE","add_role_presentation","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"">","<table> als reiner Layoutcontainer","Client unterstützt die referenzierte Technik nur teilweise, nur unter Bedingungen oder nur über einen Renderer-Proxy.","SAFE-Grundstruktur ohne diese Technik verwenden; Inhalt, Reihenfolge und Aktion müssen ohne sie vollständig erhalten bleiben.","scenario-plain-text","Degradation","Plain-text MIME part","Test scenario","current","PARTIAL","Explizites RailTime-Degradationsprofil: Plain-text MIME part.","output_inspection","2020-02-04","project_runtime","RailTime Mail-Builder Runtime und Ausgabewege","https://github.com/hteumeuleu/caniemail","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-role.md; scenario-plain-text; current","2026-08-24","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Explizites RailTime-Degradationsprofil: Plain-text MIME part.","MEDIUM","Originärer Clienttest mit dokumentierter Teilunterstützung beziehungsweise Renderer-Proxy; SAFE-Fallback ist verbindlich.","2026-08-24","2026-11-24","[""https://www.caniemail.com/features/html-table/"",""https://www.w3.org/WAI/tutorials/tables/tips/"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-role.md""]","[""tables"",""accessibility""]","Originärdatenstand: Can I Email 2020-02-04, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-002@outlook-classic-windows","EMAIL-LAYOUT-002","1","ACTIVE","layout","tables","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","","{}","EMAIL_LAYOUT_002","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","NONE","NONE","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""border-collapse:collapse"">","<table cellpadding=""6"">","","","outlook-classic-windows","Outlook Classic","Windows","Microsoft Word","2019","SUPPORTED","Can I Email html-table, Messwert y.","actual_client_test","2019-09-15","original_client_test","Can I Email: <table> element","https://www.caniemail.com/features/html-table/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-table.md; outlook/windows; 2019","2019-09-15","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Can I Email html-table, Messwert y.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://github.com/hteumeuleu/caniemail"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-table.md""]","[""tables"",""reset""]","Originärdatenstand: Can I Email 2019-09-15, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-002@outlook-new-windows","EMAIL-LAYOUT-002","1","ACTIVE","layout","tables","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","","{}","EMAIL_LAYOUT_002","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","NONE","NONE","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""border-collapse:collapse"">","<table cellpadding=""6"">","","","outlook-new-windows","New Outlook","Windows","WebView2/Chromium","2024-01","SUPPORTED","Can I Email html-table, Messwert y; New Outlook über Outlook-Web-Renderer als dokumentierter Proxy.","actual_client_test","2019-09-15","original_client_test","Can I Email: <table> element","https://www.caniemail.com/features/html-table/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-table.md; outlook/outlook-com; 2024-01","2019-09-15","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Can I Email html-table, Messwert y; New Outlook über Outlook-Web-Renderer als dokumentierter Proxy.","MEDIUM","Kein direkter profilspezifischer Test; der konservative statische Fallback begrenzt das Risiko und muss manuell geprüft werden.","2026-08-24","2026-11-24","[""https://github.com/hteumeuleu/caniemail"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-table.md"",""https://learn.microsoft.com/en-us/microsoft-365-apps/outlook/overview-new-outlook-windows""]","[""tables"",""reset""]","Originärdatenstand: Can I Email 2019-09-15, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-002@outlook-web","EMAIL-LAYOUT-002","1","ACTIVE","layout","tables","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","","{}","EMAIL_LAYOUT_002","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","NONE","NONE","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""border-collapse:collapse"">","<table cellpadding=""6"">","","","outlook-web","Outlook","Web","Browser/Webmail","2024-01","SUPPORTED","Can I Email html-table, Messwert y.","actual_client_test","2019-09-15","original_client_test","Can I Email: <table> element","https://www.caniemail.com/features/html-table/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-table.md; outlook/outlook-com; 2024-01","2019-09-15","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Can I Email html-table, Messwert y.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://github.com/hteumeuleu/caniemail"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-table.md""]","[""tables"",""reset""]","Originärdatenstand: Can I Email 2019-09-15, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
"1.0.0","1.0.1","EMAIL-LAYOUT-002@outlook-macos","EMAIL-LAYOUT-002","1","ACTIVE","layout","tables","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","MUST","SAFE","MAJOR","BLOCK","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg.","[""template"",""signature"",""system_mail"",""html_download"",""eml"",""outlook_package"",""marketing""]","html","html","full_document","{}","[]","[]","","{}","EMAIL_LAYOUT_002","Layouttabellen neutral initialisieren","Layouttabellen müssen border=""0"", cellpadding=""0"" und cellspacing=""0"" sowie border-collapse:collapse erhalten.","NONE","NONE","{}","{""areas"":[""compatibility_auditor""],""stage"":""html""}","<table role=""presentation"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""border-collapse:collapse"">","<table cellpadding=""6"">","","","outlook-macos","Outlook","macOS","WebKit","16.80","SUPPORTED","Can I Email html-table, Messwert y.","actual_client_test","2019-09-15","original_client_test","Can I Email: <table> element","https://www.caniemail.com/features/html-table/","commit 1f500feec9df3241bfe679b16101d1ee449e67e9; _features/html-table.md; outlook/macos; 16.80","2019-09-15","2026-08-24","Diese Regel schützt die inhaltlich und funktional belastbare SAFE-Basis über unterschiedliche Rendering-Engines hinweg. Can I Email html-table, Messwert y.","HIGH","Normative oder originär getestete Quelle mit explizitem SAFE-Fallback.","2026-08-24","2026-11-24","[""https://github.com/hteumeuleu/caniemail"",""https://github.com/hteumeuleu/caniemail/blob/1f500feec9df3241bfe679b16101d1ee449e67e9/_features/html-table.md""]","[""tables"",""reset""]","Originärdatenstand: Can I Email 2019-09-15, Commit 1f500feec9df3241bfe679b16101d1ee449e67e9."
